gene,kegg_id,alia,copy
KIR3DL1,hsa:3811,NKAT-3,KIR3DL1 (copy)
KIR3DL1,hsa:3811,NKAT3,KIR3DL1 (copy)
KIR3DL1,hsa:3811,NKB1,KIR3DL1 (copy)
KIR3DL1,hsa:3811,NKB1B,KIR3DL1 (copy)
KIR3DL1,hsa:3811,killer cell immunoglobulin like receptor,KIR3DL1 (copy)
KIR3DL1,hsa:3811,three Ig domains and long cytoplasmic tail 1,KIR3DL1 (copy)
KIR3DL2,hsa:3812,3DL2,KIR3DL2 (copy)
KIR3DL2,hsa:3812,CD158K,KIR3DL2 (copy)
KIR3DL2,hsa:3812,KIR-3DL2,KIR3DL2 (copy)
KIR3DL2,hsa:3812,NKAT-4,KIR3DL2 (copy)
KIR3DL2,hsa:3812,NKAT4,KIR3DL2 (copy)
KIR3DL2,hsa:3812,NKAT4B,KIR3DL2 (copy)
KIR3DL2,hsa:3812,p140,KIR3DL2 (copy)
KIR3DL2,hsa:3812,killer cell immunoglobulin like receptor,KIR3DL2 (copy)
KIR3DL2,hsa:3812,three Ig domains and long cytoplasmic tail 2,KIR3DL2 (copy)
KIR2DL1,hsa:3802,CD158A,KIR2DL1 (copy)
KIR2DL1,hsa:3802,KIR-K64,KIR2DL1 (copy)
KIR2DL1,hsa:3802,KIR221,KIR2DL1 (copy)
KIR2DL1,hsa:3802,KIR2DL3,KIR2DL1 (copy)
KIR2DL1,hsa:3802,NKAT,KIR2DL1 (copy)
KIR2DL1,hsa:3802,NKAT-1,KIR2DL1 (copy)
KIR2DL1,hsa:3802,NKAT1,KIR2DL1 (copy)
KIR2DL1,hsa:3802,p58.1,KIR2DL1 (copy)
KIR2DL1,hsa:3802,killer cell immunoglobulin like receptor,KIR2DL1 (copy)
KIR2DL1,hsa:3802,two Ig domains and long cytoplasmic tail 1,KIR2DL1 (copy)
KIR2DL2,hsa:3803,CD158B1,KIR2DL2 (copy)
KIR2DL2,hsa:3803,CD158b,KIR2DL2 (copy)
KIR2DL2,hsa:3803,NKAT-6,KIR2DL2 (copy)
KIR2DL2,hsa:3803,NKAT6,KIR2DL2 (copy)
KIR2DL2,hsa:3803,p58.2,KIR2DL2 (copy)
KIR2DL2,hsa:3803,killer cell immunoglobulin like receptor,KIR2DL2 (copy)
KIR2DL2,hsa:3803,two Ig domains and long cytoplasmic tail 2,KIR2DL2 (copy)
KIR2DL3,hsa:3804,CD158B2,KIR2DL3 (copy)
KIR2DL3,hsa:3804,CD158b,KIR2DL3 (copy)
KIR2DL3,hsa:3804,GL183,KIR2DL3 (copy)
KIR2DL3,hsa:3804,KIR-023GB,KIR2DL3 (copy)
KIR2DL3,hsa:3804,KIR-K7b,KIR2DL3 (copy)
KIR2DL3,hsa:3804,KIR-K7c,KIR2DL3 (copy)
KIR2DL3,hsa:3804,KIR2DL,KIR2DL3 (copy)
KIR2DL3,hsa:3804,KIR2DS5,KIR2DL3 (copy)
KIR2DL3,hsa:3804,KIRCL23,KIR2DL3 (copy)
KIR2DL3,hsa:3804,NKAT,KIR2DL3 (copy)
KIR2DL3,hsa:3804,NKAT2,KIR2DL3 (copy)
KIR2DL3,hsa:3804,NKAT2A,KIR2DL3 (copy)
KIR2DL3,hsa:3804,NKAT2B,KIR2DL3 (copy)
KIR2DL3,hsa:3804,p58,KIR2DL3 (copy)
KIR2DL3,hsa:3804,killer cell immunoglobulin like receptor,KIR2DL3 (copy)
KIR2DL3,hsa:3804,two Ig domains and long cytoplasmic tail 3,KIR2DL3 (copy)
KIR2DL5A,hsa:57292,CD158F,KIR2DL5A (copy)
KIR2DL5A,hsa:57292,KIR2DL5,KIR2DL5A (copy)
KIR2DL5A,hsa:57292,KIR2DL5.1,KIR2DL5A (copy)
KIR2DL5A,hsa:57292,KIR2DL5.3,KIR2DL5A (copy)
KIR2DL5A,hsa:57292,killer cell immunoglobulin like receptor,KIR2DL5A (copy)
KIR2DL5A,hsa:57292,two Ig domains and long cytoplasmic tail 5A,KIR2DL5A (copy)
SH2D1A,hsa:4068,DSHP,SH2D1A (copy)
SH2D1A,hsa:4068,EBVS,SH2D1A (copy)
SH2D1A,hsa:4068,IMD5,SH2D1A (copy)
SH2D1A,hsa:4068,LYP,SH2D1A (copy)
SH2D1A,hsa:4068,MTCP1,SH2D1A (copy)
SH2D1A,hsa:4068,SAP,SH2D1A (copy)
SH2D1A,hsa:4068,SAP/SH2D1A,SH2D1A (copy)
SH2D1A,hsa:4068,XLP,SH2D1A (copy)
SH2D1A,hsa:4068,XLPD,SH2D1A (copy)
SH2D1A,hsa:4068,XLPD1,SH2D1A (copy)
SH2D1A,hsa:4068,SH2 domain containing 1A,SH2D1A (copy)
TYROBP,hsa:7305,DAP12,TYROBP (copy)
TYROBP,hsa:7305,KARAP,TYROBP (copy)
TYROBP,hsa:7305,PLOSL,TYROBP (copy)
TYROBP,hsa:7305,PLOSL1,TYROBP (copy)
TYROBP,hsa:7305,transmembrane immune signaling adaptor TYROBP,TYROBP (copy)
CD247,hsa:919,CD3-ZETA,CD247 (copy)
CD247,hsa:919,CD3H,CD247 (copy)
CD247,hsa:919,CD3Q,CD247 (copy)
CD247,hsa:919,CD3Z,CD247 (copy)
CD247,hsa:919,IMD25,CD247 (copy)
CD247,hsa:919,T3Z,CD247 (copy)
CD247,hsa:919,TCRZ,CD247 (copy)
CD247,hsa:919,CD247 molecule,CD247 (copy)
HCST,hsa:10870,DAP10,HCST (copy)
HCST,hsa:10870,KAP10,HCST (copy)
HCST,hsa:10870,PIK3AP,HCST (copy)
HCST,hsa:10870,hematopoietic cell signal transducer,HCST (copy)
SH3BP2,hsa:6452,3BP-2,SH3BP2 (copy)
SH3BP2,hsa:6452,3BP2,SH3BP2 (copy)
SH3BP2,hsa:6452,CRBM,SH3BP2 (copy)
SH3BP2,hsa:6452,CRPM,SH3BP2 (copy)
SH3BP2,hsa:6452,RES4-23,SH3BP2 (copy)
SH3BP2,hsa:6452,SH3 domain binding protein 2,SH3BP2 (copy)
RAET1E,hsa:135250,LETAL,RAET1E (copy)
RAET1E,hsa:135250,N2DL-4,RAET1E (copy)
RAET1E,hsa:135250,NKG2DL4,RAET1E (copy)
RAET1E,hsa:135250,RAET1E2,RAET1E (copy)
RAET1E,hsa:135250,RL-4,RAET1E (copy)
RAET1E,hsa:135250,ULBP4,RAET1E (copy)
RAET1E,hsa:135250,bA350J20.7,RAET1E (copy)
RAET1E,hsa:135250,retinoic acid early transcript 1E,RAET1E (copy)
RAET1L,hsa:154064,ULBP6,RAET1L (copy)
RAET1L,hsa:154064,retinoic acid early transcript 1L,RAET1L (copy)
RAET1G,hsa:353091,ULBP5,RAET1G (copy)
RAET1G,hsa:353091,retinoic acid early transcript 1G,RAET1G (copy)
MAPK15,hsa:225689,ERK7,MAPK15 (copy)
MAPK15,hsa:225689,ERK8,MAPK15 (copy)
MAPK15,hsa:225689,mitogen-activated protein kinase 15,MAPK15 (copy)
MAPK4,hsa:5596,ERK-4,MAPK4 (copy)
MAPK4,hsa:5596,ERK4,MAPK4 (copy)
MAPK4,hsa:5596,PRKM4,MAPK4 (copy)
MAPK4,hsa:5596,p63-MAPK,MAPK4 (copy)
MAPK4,hsa:5596,p63MAPK,MAPK4 (copy)
MAPK4,hsa:5596,mitogen-activated protein kinase 4,MAPK4 (copy)
MAPK6,hsa:5597,ERK3,MAPK6 (copy)
MAPK6,hsa:5597,HsT17250,MAPK6 (copy)
MAPK6,hsa:5597,PRKM6,MAPK6 (copy)
MAPK6,hsa:5597,p97MAPK,MAPK6 (copy)
MAPK6,hsa:5597,mitogen-activated protein kinase 6,MAPK6 (copy)
CEBPB,hsa:1051,C/EBP-beta,CEBPB (copy)
CEBPB,hsa:1051,IL6DBP,CEBPB (copy)
CEBPB,hsa:1051,NF-IL6,CEBPB (copy)
CEBPB,hsa:1051,TCF5,CEBPB (copy)
CEBPB,hsa:1051,CCAAT enhancer binding protein beta,CEBPB (copy)
TRAF4,hsa:9618,CART1,TRAF4 (copy)
TRAF4,hsa:9618,MLN62,TRAF4 (copy)
TRAF4,hsa:9618,RNF83,TRAF4 (copy)
TRAF4,hsa:9618,TNF receptor associated factor 4,TRAF4 (copy)
USP25,hsa:29761,USP21,USP25 (copy)
USP25,hsa:29761,ubiquitin specific peptidase 25,USP25 (copy)
TBX21,hsa:30009,IMD88,TBX21 (copy)
TBX21,hsa:30009,T-PET,TBX21 (copy)
TBX21,hsa:30009,T-bet,TBX21 (copy)
TBX21,hsa:30009,TBET,TBX21 (copy)
TBX21,hsa:30009,TBLYM,TBX21 (copy)
TBX21,hsa:30009,T-box transcription factor 21,TBX21 (copy)
GATA3,hsa:2625,HDR,GATA3 (copy)
GATA3,hsa:2625,HDRS,GATA3 (copy)
GATA3,hsa:2625,GATA binding protein 3,GATA3 (copy)
MAF,hsa:4094,AYGRP,MAF (copy)
MAF,hsa:4094,CCA4,MAF (copy)
MAF,hsa:4094,CTRCT21,MAF (copy)
MAF,hsa:4094,c-MAF,MAF (copy)
MAF,hsa:4094,MAF bZIP transcription factor,MAF (copy)
RUNX1,hsa:861,AML1,RUNX1 (copy)
RUNX1,hsa:861,AML1-EVI-1,RUNX1 (copy)
RUNX1,hsa:861,AMLCR1,RUNX1 (copy)
RUNX1,hsa:861,CBF2alpha,RUNX1 (copy)
RUNX1,hsa:861,CBFA2,RUNX1 (copy)
RUNX1,hsa:861,EVI-1,RUNX1 (copy)
RUNX1,hsa:861,PEBP2aB,RUNX1 (copy)
RUNX1,hsa:861,PEBP2alpha,RUNX1 (copy)
RUNX1,hsa:861,RUNX family transcription factor 1,RUNX1 (copy)
RORC,hsa:6097,IMD42,RORC (copy)
RORC,hsa:6097,NR1F3,RORC (copy)
RORC,hsa:6097,RORG,RORC (copy)
RORC,hsa:6097,RZR-GAMMA,RORC (copy)
RORC,hsa:6097,RZRG,RORC (copy)
RORC,hsa:6097,TOR,RORC (copy)
RORC,hsa:6097,RAR related orphan receptor C,RORC (copy)
FOXP3,hsa:50943,AIID,FOXP3 (copy)
FOXP3,hsa:50943,DIETER,FOXP3 (copy)
FOXP3,hsa:50943,IPEX,FOXP3 (copy)
FOXP3,hsa:50943,JM2,FOXP3 (copy)
FOXP3,hsa:50943,PIDX,FOXP3 (copy)
FOXP3,hsa:50943,XPID,FOXP3 (copy)
FOXP3,hsa:50943,forkhead box P3,FOXP3 (copy)
GRAP2,hsa:9402,GADS,GRAP2 (copy)
GRAP2,hsa:9402,GRAP-2,GRAP2 (copy)
GRAP2,hsa:9402,GRB2L,GRAP2 (copy)
GRAP2,hsa:9402,GRBLG,GRAP2 (copy)
GRAP2,hsa:9402,GRID,GRAP2 (copy)
GRAP2,hsa:9402,GRPL,GRAP2 (copy)
GRAP2,hsa:9402,GrbX,GRAP2 (copy)
GRAP2,hsa:9402,Grf40,GRAP2 (copy)
GRAP2,hsa:9402,Mona,GRAP2 (copy)
GRAP2,hsa:9402,P38,GRAP2 (copy)
GRAP2,hsa:9402,GRB2 related adaptor protein 2,GRAP2 (copy)
NFKBIE,hsa:4794,IKBE,NFKBIE (copy)
NFKBIE,hsa:4794,NFKB inhibitor epsilon,NFKBIE (copy)
CD3E,hsa:916,CD3epsilon,CD3E (copy)
CD3E,hsa:916,IMD18,CD3E (copy)
CD3E,hsa:916,T3E,CD3E (copy)
CD3E,hsa:916,TCRE,CD3E (copy)
CD3E,hsa:916,CD3 epsilon subunit of T-cell receptor complex,CD3E (copy)
CD19,hsa:930,B4,CD19 (copy)
CD19,hsa:930,CVID3,CD19 (copy)
CD19,hsa:930,CD19 molecule,CD19 (copy)
PIK3AP1,hsa:118788,BCAP,PIK3AP1 (copy)
PIK3AP1,hsa:118788,phosphoinositide-3-kinase adaptor protein 1,PIK3AP1 (copy)
DAPP1,hsa:27071,BAM32,DAPP1 (copy)
DAPP1,hsa:27071,dual adaptor of phosphotyrosine and 3-phosphoinositides 1,DAPP1 (copy)
FCGR1A,hsa:2209,CD64,FCGR1A (copy)
FCGR1A,hsa:2209,CD64A,FCGR1A (copy)
FCGR1A,hsa:2209,FCG1,FCGR1A (copy)
FCGR1A,hsa:2209,FCGR1,FCGR1A (copy)
FCGR1A,hsa:2209,FCRI,FCGR1A (copy)
FCGR1A,hsa:2209,FcgammaRI,FCGR1A (copy)
FCGR1A,hsa:2209,IGFR1,FCGR1A (copy)
FCGR1A,hsa:2209,Fc gamma receptor Ia,FCGR1A (copy)
GSN,hsa:2934,ADF,GSN (copy)
GSN,hsa:2934,AGEL,GSN (copy)
GSN,hsa:2934,gelsolin,GSN (copy)
WASF2,hsa:10163,IMD2,WASF2 (copy)
WASF2,hsa:10163,SCAR2,WASF2 (copy)
WASF2,hsa:10163,WASF4,WASF2 (copy)
WASF2,hsa:10163,WAVE2,WASF2 (copy)
WASF2,hsa:10163,dJ393P12.2,WASF2 (copy)
WASF2,hsa:10163,WASP family member 2,WASF2 (copy)
WASF3,hsa:10810,Brush-1,WASF3 (copy)
WASF3,hsa:10810,SCAR3,WASF3 (copy)
WASF3,hsa:10810,WAVE3,WASF3 (copy)
WASF3,hsa:10810,WASP family member 3,WASF3 (copy)
WASF1,hsa:8936,NEDALVS,WASF1 (copy)
WASF1,hsa:8936,SCAR1,WASF1 (copy)
WASF1,hsa:8936,WAVE,WASF1 (copy)
WASF1,hsa:8936,WAVE1,WASF1 (copy)
WASF1,hsa:8936,WASP family member 1,WASF1 (copy)
ASAP1,hsa:50807,AMAP1,ASAP1 (copy)
ASAP1,hsa:50807,CENTB4,ASAP1 (copy)
ASAP1,hsa:50807,DDEF1,ASAP1 (copy)
ASAP1,hsa:50807,PAG2,ASAP1 (copy)
ASAP1,hsa:50807,PAP,ASAP1 (copy)
ASAP1,hsa:50807,ZG14P,ASAP1 (copy)
ASAP1,hsa:50807,ArfGAP with SH3 domain,ASAP1 (copy)
ASAP1,hsa:50807,ankyrin repeat and PH domain 1,ASAP1 (copy)
ASAP3,hsa:55616,ACAP4,ASAP3 (copy)
ASAP3,hsa:55616,CENTB6,ASAP3 (copy)
ASAP3,hsa:55616,DDEFL1,ASAP3 (copy)
ASAP3,hsa:55616,UPLC1,ASAP3 (copy)
ASAP3,hsa:55616,ArfGAP with SH3 domain,ASAP3 (copy)
ASAP3,hsa:55616,ankyrin repeat and PH domain 3,ASAP3 (copy)
ASAP2,hsa:8853,AMAP2,ASAP2 (copy)
ASAP2,hsa:8853,CENTB3,ASAP2 (copy)
ASAP2,hsa:8853,DDEF2,ASAP2 (copy)
ASAP2,hsa:8853,PAG3,ASAP2 (copy)
ASAP2,hsa:8853,PAP,ASAP2 (copy)
ASAP2,hsa:8853,Pap-alpha,ASAP2 (copy)
ASAP2,hsa:8853,SHAG1,ASAP2 (copy)
ASAP2,hsa:8853,ArfGAP with SH3 domain,ASAP2 (copy)
ASAP2,hsa:8853,ankyrin repeat and PH domain 2,ASAP2 (copy)
MYO10,hsa:4651,MyoX,MYO10 (copy)
MYO10,hsa:4651,myosin X,MYO10 (copy)
FCGR2B,hsa:2213,CD32,FCGR2B (copy)
FCGR2B,hsa:2213,CD32B,FCGR2B (copy)
FCGR2B,hsa:2213,FCG2,FCGR2B (copy)
FCGR2B,hsa:2213,FCGR2,FCGR2B (copy)
FCGR2B,hsa:2213,FCGR2C,FCGR2B (copy)
FCGR2B,hsa:2213,FcGRIIB,FCGR2B (copy)
FCGR2B,hsa:2213,FcRII-c,FCGR2B (copy)
FCGR2B,hsa:2213,FcgammaRIIb,FCGR2B (copy)
FCGR2B,hsa:2213,IGFR2,FCGR2B (copy)
FCGR2B,hsa:2213,Fc gamma receptor IIb,FCGR2B (copy)
TNFRSF1B,hsa:7133,CD120b,TNFRSF1B (copy)
TNFRSF1B,hsa:7133,TBPII,TNFRSF1B (copy)
TNFRSF1B,hsa:7133,TNF-R-II,TNFRSF1B (copy)
TNFRSF1B,hsa:7133,TNF-R75,TNFRSF1B (copy)
TNFRSF1B,hsa:7133,TNFBR,TNFRSF1B (copy)
TNFRSF1B,hsa:7133,TNFR1B,TNFRSF1B (copy)
TNFRSF1B,hsa:7133,TNFR2,TNFRSF1B (copy)
TNFRSF1B,hsa:7133,TNFR80,TNFRSF1B (copy)
TNFRSF1B,hsa:7133,p75,TNFRSF1B (copy)
TNFRSF1B,hsa:7133,p75TNFR,TNFRSF1B (copy)
TNFRSF1B,hsa:7133,TNF receptor superfamily member 1B,TNFRSF1B (copy)
IRF1,hsa:3659,IRF-1,IRF1 (copy)
IRF1,hsa:3659,MAR,IRF1 (copy)
IRF1,hsa:3659,interferon regulatory factor 1,IRF1 (copy)
VCAM1,hsa:7412,CD106,VCAM1 (copy)
VCAM1,hsa:7412,INCAM-100,VCAM1 (copy)
VCAM1,hsa:7412,vascular cell adhesion molecule 1,VCAM1 (copy)
TXK,hsa:7294,BTKL,TXK (copy)
TXK,hsa:7294,PSCTK5,TXK (copy)
TXK,hsa:7294,PTK4,TXK (copy)
TXK,hsa:7294,RLK,TXK (copy)
TXK,hsa:7294,TKL,TXK (copy)
TXK,hsa:7294,TXK tyrosine kinase,TXK (copy)
ICAM1,hsa:3383,BB2,ICAM1 (copy)
ICAM1,hsa:3383,CD54,ICAM1 (copy)
ICAM1,hsa:3383,P3.58,ICAM1 (copy)
ICAM1,hsa:3383,intercellular adhesion molecule 1,ICAM1 (copy)
THY1,hsa:7070,CD90,THY1 (copy)
THY1,hsa:7070,CDw90,THY1 (copy)
THY1,hsa:7070,Thy-1 cell surface antigen,THY1 (copy)
NR1D1,hsa:9572,EAR1,NR1D1 (copy)
NR1D1,hsa:9572,REVERBA,NR1D1 (copy)
NR1D1,hsa:9572,REVERBalpha,NR1D1 (copy)
NR1D1,hsa:9572,THRA1,NR1D1 (copy)
NR1D1,hsa:9572,THRAL,NR1D1 (copy)
NR1D1,hsa:9572,ear-1,NR1D1 (copy)
NR1D1,hsa:9572,hRev,NR1D1 (copy)
NR1D1,hsa:9572,nuclear receptor subfamily 1 group D member 1,NR1D1 (copy)
ARNTL,hsa:406,BMAL1,ARNTL (copy)
ARNTL,hsa:406,BMAL1c,ARNTL (copy)
ARNTL,hsa:406,JAP3,ARNTL (copy)
ARNTL,hsa:406,MOP3,ARNTL (copy)
ARNTL,hsa:406,PASD3,ARNTL (copy)
ARNTL,hsa:406,TIC,ARNTL (copy)
ARNTL,hsa:406,bHLHe5,ARNTL (copy)
ARNTL,hsa:406,aryl hydrocarbon receptor nuclear translocator like,ARNTL (copy)
CRY1,hsa:1407,DSPD,CRY1 (copy)
CRY1,hsa:1407,PHLL1,CRY1 (copy)
CRY1,hsa:1407,cryptochrome circadian regulator 1,CRY1 (copy)
CRY2,hsa:1408,HCRY2,CRY2 (copy)
CRY2,hsa:1408,PHLL2,CRY2 (copy)
CRY2,hsa:1408,cryptochrome circadian regulator 2,CRY2 (copy)
FBXL3,hsa:26224,FBL3,FBXL3 (copy)
FBXL3,hsa:26224,FBL3A,FBXL3 (copy)
FBXL3,hsa:26224,FBXL3A,FBXL3 (copy)
FBXL3,hsa:26224,IDDSFAS,FBXL3 (copy)
FBXL3,hsa:26224,F-box and leucine rich repeat protein 3,FBXL3 (copy)
RASD1,hsa:51655,AGS1,RASD1 (copy)
GNAO1,hsa:2775,DEE17,GNAO1 (copy)
GNAO1,hsa:2775,EIEE17,GNAO1 (copy)
GNAO1,hsa:2775,G-ALPHA-o,GNAO1 (copy)
GNAO1,hsa:2775,GNAO,GNAO1 (copy)
GNAO1,hsa:2775,HG1G,GNAO1 (copy)
GNAO1,hsa:2775,HLA-DQB1,GNAO1 (copy)
GNAO1,hsa:2775,NEDIM,GNAO1 (copy)
GNAO1,hsa:2775,G protein subunit alpha o1,GNAO1 (copy)
KCNJ3,hsa:3760,GIRK1,KCNJ3 (copy)
KCNJ3,hsa:3760,KGA,KCNJ3 (copy)
KCNJ3,hsa:3760,KIR3.1,KCNJ3 (copy)
KCNJ3,hsa:3760,potassium inwardly rectifying channel subfamily J member 3,KCNJ3 (copy)
KCNJ5,hsa:3762,CIR,KCNJ5 (copy)
KCNJ5,hsa:3762,GIRK4,KCNJ5 (copy)
KCNJ5,hsa:3762,KATP1,KCNJ5 (copy)
KCNJ5,hsa:3762,KIR3.4,KCNJ5 (copy)
KCNJ5,hsa:3762,LQT13,KCNJ5 (copy)
KCNJ5,hsa:3762,potassium inwardly rectifying channel subfamily J member 5,KCNJ5 (copy)
KCNJ6,hsa:3763,BIR1,KCNJ6 (copy)
KCNJ6,hsa:3763,GIRK-2,KCNJ6 (copy)
KCNJ6,hsa:3763,GIRK2,KCNJ6 (copy)
KCNJ6,hsa:3763,KATP-2,KCNJ6 (copy)
KCNJ6,hsa:3763,KATP2,KCNJ6 (copy)
KCNJ6,hsa:3763,KCNJ7,KCNJ6 (copy)
KCNJ6,hsa:3763,KIR3.2,KCNJ6 (copy)
KCNJ6,hsa:3763,KPLBS,KCNJ6 (copy)
KCNJ6,hsa:3763,hiGIRK2,KCNJ6 (copy)
KCNJ6,hsa:3763,potassium inwardly rectifying channel subfamily J member 6,KCNJ6 (copy)
KCNJ9,hsa:3765,GIRK3,KCNJ9 (copy)
KCNJ9,hsa:3765,KIR3.3,KCNJ9 (copy)
KCNJ9,hsa:3765,potassium inwardly rectifying channel subfamily J member 9,KCNJ9 (copy)
NOS1AP,hsa:9722,6330408P19Rik,NOS1AP (copy)
NOS1AP,hsa:9722,CAPON,NOS1AP (copy)
NOS1AP,hsa:9722,NPHS22,NOS1AP (copy)
NOS1AP,hsa:9722,nitric oxide synthase 1 adaptor protein,NOS1AP (copy)
FRS2,hsa:10818,FRS1A,FRS2 (copy)
FRS2,hsa:10818,FRS2A,FRS2 (copy)
FRS2,hsa:10818,FRS2alpha,FRS2 (copy)
FRS2,hsa:10818,SNT,FRS2 (copy)
FRS2,hsa:10818,SNT-1,FRS2 (copy)
FRS2,hsa:10818,SNT1,FRS2 (copy)
FRS2,hsa:10818,fibroblast growth factor receptor substrate 2,FRS2 (copy)
UCP1,hsa:7350,SLC25A7,UCP1 (copy)
UCP1,hsa:7350,UCP,UCP1 (copy)
UCP1,hsa:7350,uncoupling protein 1,UCP1 (copy)
KLB,hsa:152831,BKL,KLB (copy)
KLB,hsa:152831,klotho beta,KLB (copy)
ACTL6B,hsa:51412,ACTL6,ACTL6B (copy)
ACTL6B,hsa:51412,BAF53B,ACTL6B (copy)
ACTL6B,hsa:51412,DEE76,ACTL6B (copy)
ACTL6B,hsa:51412,EIEE76,ACTL6B (copy)
ACTL6B,hsa:51412,IDDSSAD,ACTL6B (copy)
ACTL6B,hsa:51412,SMARCN2,ACTL6B (copy)
ACTL6B,hsa:51412,arpNalpha,ACTL6B (copy)
ACTL6B,hsa:51412,actin like 6B,ACTL6B (copy)
ARID1B,hsa:57492,6A3-5,ARID1B (copy)
ARID1B,hsa:57492,BAF250B,ARID1B (copy)
ARID1B,hsa:57492,BRIGHT,ARID1B (copy)
ARID1B,hsa:57492,CSS1,ARID1B (copy)
ARID1B,hsa:57492,DAN15,ARID1B (copy)
ARID1B,hsa:57492,ELD/OSA1,ARID1B (copy)
ARID1B,hsa:57492,MRD12,ARID1B (copy)
ARID1B,hsa:57492,OSA2,ARID1B (copy)
ARID1B,hsa:57492,P250R,ARID1B (copy)
ARID1B,hsa:57492,SMARCF2,ARID1B (copy)
ARID1B,hsa:57492,AT-rich interaction domain 1B,ARID1B (copy)
SMARCA2,hsa:6595,BAF190,SMARCA2 (copy)
SMARCA2,hsa:6595,BIS,SMARCA2 (copy)
SMARCA2,hsa:6595,BRM,SMARCA2 (copy)
SMARCA2,hsa:6595,NCBRS,SMARCA2 (copy)
SMARCA2,hsa:6595,SNF2,SMARCA2 (copy)
SMARCA2,hsa:6595,SNF2L2,SMARCA2 (copy)
SMARCA2,hsa:6595,SNF2LA,SMARCA2 (copy)
SMARCA2,hsa:6595,SWI2,SMARCA2 (copy)
SMARCA2,hsa:6595,Sth1p,SMARCA2 (copy)
SMARCA2,hsa:6595,hBRM,SMARCA2 (copy)
SMARCA2,hsa:6595,hSNF2a,SMARCA2 (copy)
SMARCA2,hsa:6595,SWI/SNF related,SMARCA2 (copy)
SMARCA2,hsa:6595,matrix associated,SMARCA2 (copy)
SMARCA2,hsa:6595,actin dependent regulator of chromatin,SMARCA2 (copy)
SMARCA2,hsa:6595,subfamily a,SMARCA2 (copy)
SMARCA2,hsa:6595,member 2,SMARCA2 (copy)
SMARCA4,hsa:6597,BAF190,SMARCA4 (copy)
SMARCA4,hsa:6597,BAF190A,SMARCA4 (copy)
SMARCA4,hsa:6597,BRG1,SMARCA4 (copy)
SMARCA4,hsa:6597,CSS4,SMARCA4 (copy)
SMARCA4,hsa:6597,MRD16,SMARCA4 (copy)
SMARCA4,hsa:6597,RTPS2,SMARCA4 (copy)
SMARCA4,hsa:6597,SNF2,SMARCA4 (copy)
SMARCA4,hsa:6597,SNF2-beta,SMARCA4 (copy)
SMARCA4,hsa:6597,SNF2L4,SMARCA4 (copy)
SMARCA4,hsa:6597,SNF2LB,SMARCA4 (copy)
SMARCA4,hsa:6597,SWI2,SMARCA4 (copy)
SMARCA4,hsa:6597,hSNF2b,SMARCA4 (copy)
SMARCA4,hsa:6597,SWI/SNF related,SMARCA4 (copy)
SMARCA4,hsa:6597,matrix associated,SMARCA4 (copy)
SMARCA4,hsa:6597,actin dependent regulator of chromatin,SMARCA4 (copy)
SMARCA4,hsa:6597,subfamily a,SMARCA4 (copy)
SMARCA4,hsa:6597,member 4,SMARCA4 (copy)
SMARCB1,hsa:6598,BAF47,SMARCB1 (copy)
SMARCB1,hsa:6598,CSS3,SMARCB1 (copy)
SMARCB1,hsa:6598,INI-1,SMARCB1 (copy)
SMARCB1,hsa:6598,INI1,SMARCB1 (copy)
SMARCB1,hsa:6598,MRD15,SMARCB1 (copy)
SMARCB1,hsa:6598,PPP1R144,SMARCB1 (copy)
SMARCB1,hsa:6598,RDT,SMARCB1 (copy)
SMARCB1,hsa:6598,RTPS1,SMARCB1 (copy)
SMARCB1,hsa:6598,SNF5,SMARCB1 (copy)
SMARCB1,hsa:6598,SNF5L1,SMARCB1 (copy)
SMARCB1,hsa:6598,SWNTS1,SMARCB1 (copy)
SMARCB1,hsa:6598,Sfh1p,SMARCB1 (copy)
SMARCB1,hsa:6598,Snr1,SMARCB1 (copy)
SMARCB1,hsa:6598,hSNFS,SMARCB1 (copy)
SMARCB1,hsa:6598,SWI/SNF related,SMARCB1 (copy)
SMARCB1,hsa:6598,matrix associated,SMARCB1 (copy)
SMARCB1,hsa:6598,actin dependent regulator of chromatin,SMARCB1 (copy)
SMARCB1,hsa:6598,subfamily b,SMARCB1 (copy)
SMARCB1,hsa:6598,member 1,SMARCB1 (copy)
SMARCC1,hsa:6599,BAF155,SMARCC1 (copy)
SMARCC1,hsa:6599,CRACC1,SMARCC1 (copy)
SMARCC1,hsa:6599,Rsc8,SMARCC1 (copy)
SMARCC1,hsa:6599,SRG3,SMARCC1 (copy)
SMARCC1,hsa:6599,SWI3,SMARCC1 (copy)
SMARCC1,hsa:6599,SWI/SNF related,SMARCC1 (copy)
SMARCC1,hsa:6599,matrix associated,SMARCC1 (copy)
SMARCC1,hsa:6599,actin dependent regulator of chromatin subfamily c member 1,SMARCC1 (copy)
SMARCC2,hsa:6601,BAF170,SMARCC2 (copy)
SMARCC2,hsa:6601,CRACC2,SMARCC2 (copy)
SMARCC2,hsa:6601,CSS8,SMARCC2 (copy)
SMARCC2,hsa:6601,Rsc8,SMARCC2 (copy)
SMARCC2,hsa:6601,SWI/SNF related,SMARCC2 (copy)
SMARCC2,hsa:6601,matrix associated,SMARCC2 (copy)
SMARCC2,hsa:6601,actin dependent regulator of chromatin subfamily c member 2,SMARCC2 (copy)
