Entry,Entry_Name,Gene_Names,Protein_names,Gene_Names_synonym,gene_id,HGNC_name,HGNC_prev_name,HGNC_alias_name,HGNC_alias_symbol,NCBI_nomenclaturename,NCBI_otheraliases,Gene_name(primary)
Q8NGF4,O5AP2_HUMAN,OR5AP2,Olfactory receptor 5AP2,,338675,olfactory receptor family 5 subfamily AP member 2,olfactory receptor; family 5; subfamily AP; member 2,,,olfactory receptor family 5 subfamily AP member 2,OR9J1,OR5AP2
Q8NGF6,O10W1_HUMAN,OR10W1; OR10W1P; UNQ6469/PRO34070,Olfactory receptor 10W1; Olfactory receptor OR11-236,OR10W1P,81341,olfactory receptor family 10 subfamily W member 1,olfactory receptor; family 10; subfamily W; member 1 pseudogene; olfactory receptor; family 10; subfamily W; member 1,,,olfactory receptor family 10 subfamily W member 1,OR10W1P; OR10W1Q; OR11-236; UNQ6469,OR10W1
Q8NGF7,OR5BH_HUMAN,OR5B17; OR5B20P,Olfactory receptor 5B17; Olfactory receptor 5B20; Olfactory receptor OR11-237,OR5B20P,219965,olfactory receptor family 5 subfamily B member 17,olfactory receptor; family 5; subfamily B; member 17,,,olfactory receptor family 5 subfamily B member 17,OR11-237; OR5B20P,OR5B17
Q8NGF8,OR4B1_HUMAN,OR4B1,Olfactory receptor 4B1; OST208; Olfactory receptor OR11-106,,119765,olfactory receptor family 4 subfamily B member 1,olfactory receptor; family 4; subfamily B; member 1,,OST208,olfactory receptor family 4 subfamily B member 1,OR11-106; OST208,OR4B1
Q8NGF9,OR4X2_HUMAN,OR4X2,Olfactory receptor 4X2; Olfactory receptor OR11-105,,119764,olfactory receptor family 4 subfamily X member 2,olfactory receptor; family 4; subfamily X; member 2 (gene/pseudogene); olfactory receptor family 4 subfamily X member 2 (gene/pseudogene),,,olfactory receptor family 4 subfamily X member 2,OR11-105,OR4X2
Q8NGG0,OR8J3_HUMAN,OR8J3,Olfactory receptor 8J3; Olfactory receptor OR11-173,,81168,olfactory receptor family 8 subfamily J member 3,olfactory receptor; family 8; subfamily J; member 3,,,olfactory receptor family 8 subfamily J member 3,OR11-173,OR8J3
Q8NGG3,OR5T3_HUMAN,OR5T3,Olfactory receptor 5T3; Olfactory receptor OR11-178,,390154,olfactory receptor family 5 subfamily T member 3,olfactory receptor; family 5; subfamily T; member 3,,OR5T3Q,olfactory receptor family 5 subfamily T member 3,OR11-178; OR5T3Q,OR5T3
Q8NGG4,OR8H1_HUMAN,OR8H1,Olfactory receptor 8H1; Olfactory receptor OR11-180,,219469,olfactory receptor family 8 subfamily H member 1,olfactory receptor; family 8; subfamily H; member 1,,,olfactory receptor family 8 subfamily H member 1,OR11-180,OR8H1
Q8NGG5,OR8K1_HUMAN,OR8K1,Olfactory receptor 8K1; Olfactory receptor OR11-182,,390157,olfactory receptor family 8 subfamily K member 1,olfactory receptor; family 8; subfamily K; member 1,,,olfactory receptor family 8 subfamily K member 1,OR11-182; OR8N1P,OR8K1
Q8NGG6,OR8BC_HUMAN,OR8B12,Olfactory receptor 8B12; Olfactory receptor OR11-317,,219858,olfactory receptor family 8 subfamily B member 12,olfactory receptor; family 8; subfamily B; member 12,,,olfactory receptor family 8 subfamily B member 12,OR11-317,OR8B12
Q8NGG7,OR8A1_HUMAN,OR8A1,Olfactory receptor 8A1; OST025; Olfactory receptor OR11-318,,390275,olfactory receptor family 8 subfamily A member 1,olfactory receptor; family 8; subfamily A; member 1,,OST025,olfactory receptor family 8 subfamily A member 1,OR11-318; OST025,OR8A1
Q8NGG8,OR8B3_HUMAN,OR8B3,Olfactory receptor 8B3; Olfactory receptor OR11-311,,390271,olfactory receptor family 8 subfamily B member 3,olfactory receptor; family 8; subfamily B; member 3,,,olfactory receptor family 8 subfamily B member 3,OR11-311,OR8B3
Q8NGH3,OR2D3_HUMAN,OR2D3,Olfactory receptor 2D3; Olfactory receptor OR11-89,,120775,olfactory receptor family 2 subfamily D member 3,olfactory receptor; family 2; subfamily D; member 3,,,olfactory receptor family 2 subfamily D member 3,OR11-89,OR2D3
Q8NGH5,O56A1_HUMAN,OR56A1,Olfactory receptor 56A1; Olfactory receptor OR11-75,,120796,olfactory receptor family 56 subfamily A member 1,olfactory receptor; family 56; subfamily A; member 1,,,olfactory receptor family 56 subfamily A member 1,OR11-75,OR56A1
Q8NGH8,O56A4_HUMAN,OR56A4,Olfactory receptor 56A4; Olfactory receptor OR11-49,,120793,olfactory receptor family 56 subfamily A member 4,olfactory receptor; family 56; subfamily A; member 4,,,olfactory receptor family 56 subfamily A member 4,OR11-49,OR56A4
Q8NGH9,O52E4_HUMAN,OR52E4,Olfactory receptor 52E4; Olfactory receptor OR11-55,,390081,olfactory receptor family 52 subfamily E member 4,olfactory receptor; family 52; subfamily E; member 4,,,olfactory receptor family 52 subfamily E member 4,OR11-55,OR52E4
Q8NGI0,O52N2_HUMAN,OR52N2,Olfactory receptor 52N2; Olfactory receptor OR11-57,,390077,olfactory receptor family 52 subfamily N member 2,olfactory receptor; family 52; subfamily N; member 2,,,olfactory receptor family 52 subfamily N member 2,OR11-57,OR52N2
Q8NGI3,O56B1_HUMAN,OR56B1; OR56B1P,Olfactory receptor 56B1; Olfactory receptor OR11-65,OR56B1P,387748,olfactory receptor family 56 subfamily B member 1,olfactory receptor; family 56; subfamily B; member 1,,,olfactory receptor family 56 subfamily B member 1,OR11-65; OR56B1P,OR56B1
Q8NGI4,OR4DB_HUMAN,OR4D11; OR4D11P,Olfactory receptor 4D11,OR4D11P,219986,olfactory receptor family 4 subfamily D member 11,olfactory receptor; family 4; subfamily D; member 11,,,olfactory receptor family 4 subfamily D member 11,OR4D11P,OR4D11
Q8NGI6,OR4DA_HUMAN,OR4D10; OR4D10P,Olfactory receptor 4D10; Olfactory receptor OR11-251,OR4D10P,390197,olfactory receptor family 4 subfamily D member 10,olfactory receptor; family 4; subfamily D; member 10,,OST711,olfactory receptor family 4 subfamily D member 10,OR11-251; OR4D10P; OST711,OR4D10
Q8NGI7,O10V1_HUMAN,OR10V1,Olfactory receptor 10V1; Olfactory receptor OR11-256,,390201,olfactory receptor family 10 subfamily V member 1,olfactory receptor; family 10; subfamily V; member 1,,,olfactory receptor family 10 subfamily V member 1,OR11-256,OR10V1
Q8NGI9,OR5A2_HUMAN,OR5A2,Olfactory receptor 5A2; Olfactory receptor OR11-248,,219981,olfactory receptor family 5 subfamily A member 2,olfactory receptor; family 5; subfamily A; member 2,,,olfactory receptor family 5 subfamily A member 2,,OR5A2
Q8NGJ0,OR5A1_HUMAN,OR5A1; OR5A1P,Olfactory receptor 5A1; OST181; Olfactory receptor OR11-249,OR5A1P,219982,olfactory receptor family 5 subfamily A member 1,olfactory receptor; family 5; subfamily A; member 1,,OST181,olfactory receptor family 5 subfamily A member 1,OR11-249; OR5A1P; OST181,OR5A1
Q8NGJ1,OR4D6_HUMAN,OR4D6,Olfactory receptor 4D6; Olfactory receptor OR11-250,,219983,olfactory receptor family 4 subfamily D member 6,olfactory receptor; family 4; subfamily D; member 6,,,olfactory receptor family 4 subfamily D member 6,OR11-250,OR4D6
Q8NGJ2,O52H1_HUMAN,OR52H1,Olfactory receptor 52H1; Olfactory receptor OR11-45,,390067,olfactory receptor family 52 subfamily H member 1,olfactory receptor; family 52; subfamily H; member 1; olfactory receptor family 52 subfamily H member 1 (gene/pseudogene),,,olfactory receptor family 52 subfamily H member 1,OR11-41; OR11-45,OR52H1
Q8NGJ3,O52E1_HUMAN,OR52E1; OR52E1P,Olfactory receptor 52E1,OR52E1P,79296,olfactory receptor family 52 subfamily E member 1 (gene/pseudogene),olfactory receptor; family 52; subfamily E; member 1 pseudogene; olfactory receptor; family 52; subfamily E; member 1 gene/pseudogene; olfactory receptor; family 52; subfamily E; member 1 (gene/pseudogene),,,olfactory receptor family 52 subfamily E member 1 (gene/pseudogene),OR52E1P,OR52E1
Q8NGJ4,O52E2_HUMAN,OR52E2,Olfactory receptor 52E2,,119678,olfactory receptor family 52 subfamily E member 2,olfactory receptor; family 52; subfamily E; member 2,,,olfactory receptor family 52 subfamily E member 2,,OR52E2
Q8NGJ5,O51L1_HUMAN,OR51L1,Olfactory receptor 51L1; Olfactory receptor OR11-31,,119682,olfactory receptor family 51 subfamily L member 1,olfactory receptor; family 51; subfamily L; member 1,,,olfactory receptor family 51 subfamily L member 1,OR11-31,OR51L1
Q8NGJ6,O51A4_HUMAN,OR51A4,Olfactory receptor 51A4,,401666,olfactory receptor family 51 subfamily A member 4,olfactory receptor; family 51; subfamily A; member 4,,,olfactory receptor family 51 subfamily A member 4,,OR51A4
Q8NGJ7,O51A2_HUMAN,OR51A2,Olfactory receptor 51A2,,401667,olfactory receptor family 51 subfamily A member 2,olfactory receptor; family 51; subfamily A; member 2,,,olfactory receptor family 51 subfamily A member 2,,OR51A2
Q8NGJ8,O51S1_HUMAN,OR51S1,Olfactory receptor 51S1; Olfactory receptor OR11-24,,119692,olfactory receptor family 51 subfamily S member 1,olfactory receptor; family 51; subfamily S; member 1,,,olfactory receptor family 51 subfamily S member 1,OR11-24,OR51S1
Q8NGJ9,O51T1_HUMAN,OR51T1,Olfactory receptor 51T1; Olfactory receptor OR11-26,,401665,olfactory receptor family 51 subfamily T member 1,olfactory receptor; family 51; subfamily T; member 1,,,olfactory receptor family 51 subfamily T member 1,OR11-26,OR51T1
Q8NGK0,O51G2_HUMAN,OR51G2,Olfactory receptor 51G2; Olfactory receptor OR11-28,,81282,olfactory receptor family 51 subfamily G member 2,olfactory receptor; family 51; subfamily G; member 2,,,olfactory receptor family 51 subfamily G member 2,OR11-28,OR51G2
Q8NGK1,O51G1_HUMAN,OR51G1; OR51G3P,Olfactory receptor 51G1; Olfactory receptor 51G3; Olfactory receptor OR11-29,OR51G3P,79324,olfactory receptor family 51 subfamily G member 1,olfactory receptor; family 51; subfamily G; member 1 (gene/pseudogene); olfactory receptor family 51 subfamily G member 1 (gene/pseudogene),,,olfactory receptor family 51 subfamily G member 1,OR11-29; OR51G3P,OR51G1
Q8NGK3,O52K2_HUMAN,OR52K2,Olfactory receptor 52K2; Olfactory receptor OR11-7,,119774,olfactory receptor family 52 subfamily K member 2,olfactory receptor; family 52; subfamily K; member 2,,,olfactory receptor family 52 subfamily K member 2,OR11-7,OR52K2
Q8NGK4,O52K1_HUMAN,OR52K1,Olfactory receptor 52K1; Olfactory receptor OR11-8,,390036,olfactory receptor family 52 subfamily K member 1,olfactory receptor; family 52; subfamily K; member 1,,,olfactory receptor family 52 subfamily K member 1,OR11-8,OR52K1
Q8NGK5,O52M1_HUMAN,OR52M1; OR52M1P,Olfactory receptor 52M1; Olfactory receptor OR11-11,OR52M1P,119772,olfactory receptor family 52 subfamily M member 1,olfactory receptor; family 52; subfamily M; member 1 pseudogene; olfactory receptor; family 52; subfamily M; member 1,,,olfactory receptor family 52 subfamily M member 1,OR11-11; OR52M1P; OR52M3P,OR52M1
Q8NGK6,O52I1_HUMAN,OR52I1,Olfactory receptor 52I1; Olfactory receptor OR11-13,,390037,olfactory receptor family 52 subfamily I member 1,olfactory receptor; family 52; subfamily I; member 1,,,olfactory receptor family 52 subfamily I member 1,OR11-13,OR52I1
Q8NGK9,OR5DG_HUMAN,OR5D16,Olfactory receptor 5D16; Olfactory receptor OR11-154,,390144,olfactory receptor family 5 subfamily D member 16,olfactory receptor; family 5; subfamily D; member 16,,,olfactory receptor family 5 subfamily D member 16,OR11-154,OR5D16
Q8NGL0,OR5L2_HUMAN,OR5L2,Olfactory receptor 5L2; HTPCRX16; Olfactory receptor OR11-153,,26338,olfactory receptor family 5 subfamily L member 2,olfactory receptor; family 5; subfamily L; member 2,,HTPCRX16; HSHTPCRX16,olfactory receptor family 5 subfamily L member 2,HSHTPCRX16; HTPCRX16; OR11-153,OR5L2
Q8NGL1,OR5DI_HUMAN,OR5D18,Olfactory receptor 5D18; Olfactory receptor OR11-143; Olfactory receptor OR11-152,,219438,olfactory receptor family 5 subfamily D member 18,olfactory receptor; family 5; subfamily D; member 18,,,olfactory receptor family 5 subfamily D member 18,OR11-143,OR5D18
Q8NGL2,OR5L1_HUMAN,OR5L1,Olfactory receptor 5L1; OST262; Olfactory receptor OR11-151,,219437,olfactory receptor family 5 subfamily L member 1,olfactory receptor; family 5; subfamily L; member 1 (gene/pseudogene); olfactory receptor family 5 subfamily L member 1 (gene/pseudogene),,OST262,olfactory receptor family 5 subfamily L member 1,OR11-151; OST262,OR5L1
Q8NGL3,OR5DE_HUMAN,OR5D14,Olfactory receptor 5D14; Olfactory receptor OR11-141; Olfactory receptor OR11-150,,219436,olfactory receptor family 5 subfamily D member 14,olfactory receptor; family 5; subfamily D; member 14,,,olfactory receptor family 5 subfamily D member 14,OR11-141; OR11-150,OR5D14
Q8NGL4,OR5DD_HUMAN,OR5D13,Olfactory receptor 5D13; Olfactory receptor OR11-142; Olfactory receptor OR11-148,,390142,olfactory receptor family 5 subfamily D member 13,olfactory receptor; family 5; subfamily D; member 13 (gene/pseudogene); olfactory receptor family 5 subfamily D member 13 (gene/pseudogene),,,olfactory receptor family 5 subfamily D member 13,,OR5D13
Q8NGL6,O4A15_HUMAN,OR4A15,Olfactory receptor 4A15; Olfactory receptor OR11-118,,81328,olfactory receptor family 4 subfamily A member 15,olfactory receptor; family 4; subfamily A; member 15,,,olfactory receptor family 4 subfamily A member 15,OR11-118,OR4A15
Q8NGL7,OR4P4_HUMAN,OR4P4; OR4P3P,Olfactory receptor 4P4; Olfactory receptor 4P3,OR4P3P,81300,olfactory receptor family 4 subfamily P member 4,olfactory receptor; family 4; subfamily P; member 4,,,olfactory receptor family 4 subfamily P member 4,OR4P3P,OR4P4
Q8NGL9,OR4CG_HUMAN,OR4C16,Olfactory receptor 4C16; Olfactory receptor OR11-135,,219428,olfactory receptor family 4 subfamily C member 16,olfactory receptor; family 4; subfamily C; member 16; olfactory receptor; family 4; subfamily C; member 16 (gene/pseudogene); olfactory receptor family 4 subfamily C member 16 (gene/pseudogene),,,olfactory receptor family 4 subfamily C member 16,OR11-135,OR4C16
Q8NGM1,OR4CF_HUMAN,OR4C15,Olfactory receptor 4C15; Olfactory receptor OR11-127; Olfactory receptor OR11-134,,81309,olfactory receptor family 4 subfamily C member 15,olfactory receptor; family 4; subfamily C; member 15,,,olfactory receptor family 4 subfamily C member 15,OR11-127; OR11-134,OR4C15
Q8NGM8,OR6M1_HUMAN,OR6M1,Olfactory receptor 6M1; Olfactory receptor OR11-271,,390261,olfactory receptor family 6 subfamily M member 1,olfactory receptor; family 6; subfamily M; member 1,,,olfactory receptor family 6 subfamily M member 1,OR11-271,OR6M1
Q8NGN0,OR4D5_HUMAN,OR4D5,Olfactory receptor 4D5; Olfactory receptor OR11-276,,219875,olfactory receptor family 4 subfamily D member 5,olfactory receptor; family 4; subfamily D; member 5,,,olfactory receptor family 4 subfamily D member 5,OR11-276,OR4D5
Q8NGN1,OR6T1_HUMAN,OR6T1,Olfactory receptor 6T1; Olfactory receptor OR11-277,,219874,olfactory receptor family 6 subfamily T member 1,olfactory receptor; family 6; subfamily T; member 1,,,olfactory receptor family 6 subfamily T member 1,OR11-277,OR6T1
Q8NGN2,O10S1_HUMAN,OR10S1,Olfactory receptor 10S1; Olfactory receptor OR11-279,,219873,olfactory receptor family 10 subfamily S member 1,olfactory receptor; family 10; subfamily S; member 1,,,olfactory receptor family 10 subfamily S member 1,OR11-279,OR10S1
Q8NGN4,O10G9_HUMAN,OR10G9; OR10G10P,Olfactory receptor 10G9; Olfactory receptor 10G10,OR10G10P,219870,olfactory receptor family 10 subfamily G member 9,olfactory receptor; family 10; subfamily G; member 9,,,olfactory receptor family 10 subfamily G member 9,OR10G10P,OR10G9
Q8NGN5,O10G8_HUMAN,OR10G8,Olfactory receptor 10G8; Olfactory receptor OR11-282,,219869,olfactory receptor family 10 subfamily G member 8,olfactory receptor; family 10; subfamily G; member 8,,,olfactory receptor family 10 subfamily G member 8,OR11-274; OR11-282,OR10G8
Q8NGN6,O10G7_HUMAN,OR10G7,Olfactory receptor 10G7; Olfactory receptor OR11-283,,390265,olfactory receptor family 10 subfamily G member 7,olfactory receptor; family 10; subfamily G; member 7,,,olfactory receptor family 10 subfamily G member 7,OR11-283,OR10G7
Q8NGP0,OR4CD_HUMAN,OR4C13,Olfactory receptor 4C13; Olfactory receptor OR11-260,,283092,olfactory receptor family 4 subfamily C member 13,olfactory receptor; family 4; subfamily C; member 13,,,olfactory receptor family 4 subfamily C member 13,,OR4C13
Q8NGP2,OR8J1_HUMAN,OR8J1,Olfactory receptor 8J1; Olfactory receptor OR11-183,,219477,olfactory receptor family 8 subfamily J member 1,olfactory receptor; family 8; subfamily J; member 1,,,olfactory receptor family 8 subfamily J member 1,OR11-183,OR8J1
Q8NGP3,OR5M9_HUMAN,OR5M9,Olfactory receptor 5M9; Olfactory receptor OR11-190,,390162,olfactory receptor family 5 subfamily M member 9,olfactory receptor; family 5; subfamily M; member 9,,,olfactory receptor family 5 subfamily M member 9,OR11-190,OR5M9
Q8NGP4,OR5M3_HUMAN,OR5M3,Olfactory receptor 5M3; Olfactory receptor OR11-191,,219482,olfactory receptor family 5 subfamily M member 3,olfactory receptor; family 5; subfamily M; member 3,,,olfactory receptor family 5 subfamily M member 3,OR11-191,OR5M3
Q8NGP6,OR5M8_HUMAN,OR5M8,Olfactory receptor 5M8; Olfactory receptor OR11-194,,219484,olfactory receptor family 5 subfamily M member 8,olfactory receptor; family 5; subfamily M; member 8,,,olfactory receptor family 5 subfamily M member 8,OR11-194,OR5M8
Q8NGP8,OR5M1_HUMAN,OR5M1,Olfactory receptor 5M1; OST050; Olfactory receptor OR11-208,,390168,olfactory receptor family 5 subfamily M member 1,olfactory receptor; family 5; subfamily M; member 1,,OST050,olfactory receptor family 5 subfamily M member 1,OR11-208; OST050,OR5M1
Q8NGP9,O5AR1_HUMAN,OR5AR1,Olfactory receptor 5AR1; Olfactory receptor OR11-209,,219493,olfactory receptor family 5 subfamily AR member 1,olfactory receptor; family 5; subfamily AR; member 1; olfactory receptor; family 5; subfamily AR; member 1 (gene/pseudogene); olfactory receptor family 5 subfamily AR member 1 (gene/pseudogene),,,olfactory receptor family 5 subfamily AR member 1,OR11-209,OR5AR1
Q8NGQ2,OR6Q1_HUMAN,OR6Q1,Olfactory receptor 6Q1; Olfactory receptor OR11-226,,219952,olfactory receptor family 6 subfamily Q member 1,olfactory receptor; family 6; subfamily Q; member 1 (gene/pseudogene); olfactory receptor family 6 subfamily Q member 1 (gene/pseudogene),,,olfactory receptor family 6 subfamily Q member 1,OR11-226,OR6Q1
Q8NGQ3,OR1S2_HUMAN,OR1S2,Olfactory receptor 1S2; Olfactory receptor OR11-231,,219958,olfactory receptor family 1 subfamily S member 2,olfactory receptor; family 1; subfamily S; member 2,,,olfactory receptor family 1 subfamily S member 2,OR11-231,OR1S2
Q8NGQ4,O10Q1_HUMAN,OR10Q1,Olfactory receptor 10Q1; Olfactory receptor OR11-233,,219960,olfactory receptor family 10 subfamily Q member 1,olfactory receptor; family 10; subfamily Q; member 1,,,olfactory receptor family 10 subfamily Q member 1,OR11-233,OR10Q1
Q8NGQ5,OR9Q1_HUMAN,OR9Q1,Olfactory receptor 9Q1,,219956,olfactory receptor family 9 subfamily Q member 1,olfactory receptor; family 9; subfamily Q; member 1,,,olfactory receptor family 9 subfamily Q member 1,,OR9Q1
Q8NGQ6,OR9I1_HUMAN,OR9I1,Olfactory receptor 9I1; Olfactory receptor OR11-228,,219954,olfactory receptor family 9 subfamily I member 1,olfactory receptor; family 9; subfamily I; member 1,,,olfactory receptor family 9 subfamily I member 1,OR11-228,OR9I1
Q8NGR1,O13A1_HUMAN,OR13A1,Olfactory receptor 13A1; Olfactory receptor OR10-3,,79290,olfactory receptor family 13 subfamily A member 1,olfactory receptor; family 13; subfamily A; member 1,,,olfactory receptor family 13 subfamily A member 1,,OR13A1
Q8NGR3,OR1K1_HUMAN,OR1K1,Olfactory receptor 1K1,,392392,olfactory receptor family 1 subfamily K member 1,olfactory receptor; family 1; subfamily K; member 1,,hg99; MNAB,olfactory receptor family 1 subfamily K member 1,hg99,OR1K1
Q8NGR4,OR5C1_HUMAN,OR5C1; OR5C2P,Olfactory receptor 5C1; Olfactory receptor 5C2; Olfactory receptor 9-F; OR9-F,OR5C2P,392391,olfactory receptor family 5 subfamily C member 1,olfactory receptor; family 5; subfamily C; member 1,,OR9-F; hRPK-465_F_21,olfactory receptor family 5 subfamily C member 1,OR5C2P; OR9-31; OR9-F,OR5C1
Q8NGR5,OR1L4_HUMAN,OR1L4; OR1L5,Olfactory receptor 1L4; OST046; Olfactory receptor 1L5; Olfactory receptor 9-E; OR9-E; Olfactory receptor OR9-29,OR1L5,254973,olfactory receptor family 1 subfamily L member 4,olfactory receptor; family 1; subfamily L; member 4,,OR9-E,olfactory receptor family 1 subfamily L member 4,OR1L5; OR9-29; OR9-E; OST046,OR1L4
Q8NGR8,OR1L8_HUMAN,OR1L8,Olfactory receptor 1L8; Olfactory receptor OR9-24,,138881,olfactory receptor family 1 subfamily L member 8,olfactory receptor; family 1; subfamily L; member 8,,,olfactory receptor family 1 subfamily L member 8,OR9-24,OR1L8
Q8NGR9,OR1N2_HUMAN,OR1N2,Olfactory receptor 1N2; Olfactory receptor OR9-23,,138882,olfactory receptor family 1 subfamily N member 2,olfactory receptor; family 1; subfamily N; member 2,,,olfactory receptor family 1 subfamily N member 2,OR9-23,OR1N2
Q8NGS0,OR1N1_HUMAN,OR1N1; OR1N3,Olfactory receptor 1N1; Olfactory receptor 1-26; OR1-26; Olfactory receptor 1N3; Olfactory receptor OR9-22,OR1N3,138883,olfactory receptor family 1 subfamily N member 1,olfactory receptor; family 1; subfamily N; member 1,,OR1-26,olfactory receptor family 1 subfamily N member 1,OR1-26; OR1N3; OR9-22,OR1N1
Q8NGS1,OR1J4_HUMAN,OR1J4,Olfactory receptor 1J4; HTPCRX01; Olfactory receptor OR9-21,,26219,olfactory receptor family 1 subfamily J member 4,olfactory receptor; family 1; subfamily J; member 4,,HTPCRX01; HSHTPCRX01,olfactory receptor family 1 subfamily J member 4,HSHTPCRX01; HTPCRX01; OR9-21,OR1J4
Q8NGS3,OR1J1_HUMAN,OR1J1,Olfactory receptor 1J1; Olfactory receptor OR9-18,,347168,olfactory receptor family 1 subfamily J member 1,olfactory receptor; family 1; subfamily J; member 1,,hg32,olfactory receptor family 1 subfamily J member 1,OR9-18; hg32,OR1J1
Q8NGS4,O13F1_HUMAN,OR13F1,Olfactory receptor 13F1; Olfactory receptor OR9-6,,138805,olfactory receptor family 13 subfamily F member 1,olfactory receptor; family 13; subfamily F; member 1,,,olfactory receptor family 13 subfamily F member 1,OR9-6,OR13F1
Q8NGS5,O13C4_HUMAN,OR13C4,Olfactory receptor 13C4; Olfactory receptor OR9-7,,138804,olfactory receptor family 13 subfamily C member 4,olfactory receptor; family 13; subfamily C; member 4,,,olfactory receptor family 13 subfamily C member 4,HSHTPCRX17; HTPCRX17; OR2K1; OR37F; OR9-7,OR13C4
Q8NGS6,O13C3_HUMAN,OR13C3,Olfactory receptor 13C3; Olfactory receptor OR9-8,,138803,olfactory receptor family 13 subfamily C member 3,olfactory receptor; family 13; subfamily C; member 3,,,olfactory receptor family 13 subfamily C member 3,OR37G; OR9-8,OR13C3
Q8NGS7,O13C8_HUMAN,OR13C8,Olfactory receptor 13C8,,138802,olfactory receptor family 13 subfamily C member 8,olfactory receptor; family 13; subfamily C; member 8,,,olfactory receptor family 13 subfamily C member 8,OR37H; OR9-10,OR13C8
Q8NGS9,O13C2_HUMAN,OR13C2,Olfactory receptor 13C2; Olfactory receptor OR9-12,,392376,olfactory receptor family 13 subfamily C member 2,olfactory receptor; family 13; subfamily C; member 2,,,olfactory receptor family 13 subfamily C member 2,OR37K,OR13C2
Q8NGT1,OR2K2_HUMAN,OR2K2; OR2AR1P,Olfactory receptor 2K2; HTPCRH06; Olfactory receptor OR9-17,OR2AR1P,26248,olfactory receptor family 2 subfamily K member 2,olfactory receptor; family 2; subfamily K; member 2,,HTPCRH06; HSHTPCRH06,olfactory receptor family 2 subfamily K member 2,HSHTPCRH06; HTPCRH06; OR2AN1P; OR2AR1P,OR2K2
Q8NGT2,O13J1_HUMAN,OR13J1,Olfactory receptor 13J1; Olfactory receptor OR9-2,,392309,olfactory receptor family 13 subfamily J member 1,olfactory receptor; family 13; subfamily J; member 1,,,olfactory receptor family 13 subfamily J member 1,OR9-2,OR13J1
Q8NGT5,OR9A2_HUMAN,OR9A2,Olfactory receptor 9A2; Olfactory receptor OR7-2,,135924,olfactory receptor family 9 subfamily A member 2,olfactory receptor; family 9; subfamily A; member 2,,,olfactory receptor family 9 subfamily A member 2,,OR9A2
Q8NGT7,O2A12_HUMAN,OR2A12; OR2A12P,Olfactory receptor 2A12; Olfactory receptor OR7-10,OR2A12P,346525,olfactory receptor family 2 subfamily A member 12,olfactory receptor; family 2; subfamily A; member 12 pseudogene; olfactory receptor; family 2; subfamily A; member 12,,,olfactory receptor family 2 subfamily A member 12,OR2A12P; OR2A16P,OR2A12
Q8NGT9,OR2A1_HUMAN,OR2A1;; OR2A42,Olfactory receptor 2A1/2A42; Olfactory receptor OR7-16; Olfactory receptor OR7-19,;,346528,olfactory receptor family 2 subfamily A member 1,olfactory receptor; family 2; subfamily A; member 1,,,olfactory receptor family 2 subfamily A member 1,,OR2A1; OR2A42
Q8NGU2,OR9A4_HUMAN,OR9A4,Olfactory receptor 9A4; Olfactory receptor OR7-1,,130075,olfactory receptor family 9 subfamily A member 4,olfactory receptor; family 9; subfamily A; member 4,,,olfactory receptor family 9 subfamily A member 4,,OR9A4
Q8NGV0,OR2Y1_HUMAN,OR2Y1,Olfactory receptor 2Y1; Olfactory receptor OR5-2,,134083,olfactory receptor family 2 subfamily Y member 1,olfactory receptor; family 2; subfamily Y; member 1,,,olfactory receptor family 2 subfamily Y member 1,OR5-2,OR2Y1
Q8NGV5,O13D1_HUMAN,OR13D1,Olfactory receptor 13D1; Olfactory receptor OR9-15,,286365,olfactory receptor family 13 subfamily D member 1,olfactory receptor; family 13; subfamily D; member 1,,,olfactory receptor family 13 subfamily D member 1,OR9-15,OR13D1
Q8NGV7,OR5H2_HUMAN,OR5H2,Olfactory receptor 5H2; Olfactory receptor OR3-10,,79310,olfactory receptor family 5 subfamily H member 2,olfactory receptor; family 5; subfamily H; member 2,,,olfactory receptor family 5 subfamily H member 2,OR3-10,OR5H2
Q8NGX0,O11L1_HUMAN,OR11L1,Olfactory receptor 11L1,,391189,olfactory receptor family 11 subfamily L member 1,olfactory receptor; family 11; subfamily L; member 1,,,olfactory receptor family 11 subfamily L member 1,,OR11L1
Q8NGX1,O2T34_HUMAN,OR2T34,Olfactory receptor 2T34; Olfactory receptor OR1-63,,127068,olfactory receptor family 2 subfamily T member 34,olfactory receptor; family 2; subfamily T; member 34,,,olfactory receptor family 2 subfamily T member 34,,OR2T34
Q8NGX2,O2T35_HUMAN,OR2T35,Olfactory receptor 2T35; Olfactory receptor OR1-66,,403244,olfactory receptor family 2 subfamily T member 35 (gene/pseudogene),olfactory receptor family 2 subfamily T member 35; olfactory receptor; family 2; subfamily T; member 35,,,olfactory receptor family 2 subfamily T member 35 (gene/pseudogene),,OR2T35
Q8NGX5,O10K1_HUMAN,OR10K1,Olfactory receptor 10K1; Olfactory receptor OR1-6,,391109,olfactory receptor family 10 subfamily K member 1,olfactory receptor; family 10; subfamily K; member 1,,,olfactory receptor family 10 subfamily K member 1,OR1-6,OR10K1
